Brand,nama barang,kategori,harga,harga_int,user,varian,ukuran,date,review,rating,terbantu
910,nineten easy train,sepatu lari,Rp408.405,408405,f***l,,,April 2024,"sebelumnya saya sudah pernah order type yuza Dan sangat puas, tetapi untuk type ini ada beberapa catatan yg perlu saya sampaikan diantaranya : 1. collar cukup tebal tetap... ",3,1
910,nineten easy train,sepatu lari,Rp408.405,408405,*****,,,April 2024,sepatu nya ringan lembut manteepp dehh bonus kaus kaki tapi sayang nyaa ngepas banget di kaki akuuu next order sepatu yg lain lagiii,4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Ukurannya pas banget. Adminnya konfirmasi udah di upsize atau belum,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,X***z,,,June 2025,Untuk barang bagus dan original but untuk pengiriman so slow jadi bintang 4 dlu min,4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Kak,,,April 2024,"Ringan dan empuk, seperti tidak pakai apa-apa. Size nge-pas banget, disiasati dengan kaos kaki yang tipis. Semoga awet.",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***a,,,April 2024,"Biasa pakai sz 38, pake ini size 40. Pakai acuan sz uk/US aja ketimbang sz lokal yg bikin bingung haha  Overall Bagus, cuma emg lidnya kecil.",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Marmo,,,April 2024,"Produk sesuai pesanan, nyaman dipakai. Best Seller.",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Ex,,,April 2024,"40 nya ngepas ternyata, harusnya 41. tapi yasudah",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,ð****,,,April 2024,"Bagus bgtt. Barang ori, plus dapet kaos kai lagi",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,n***y,,,April 2024,"pesen di naikin 1 size, tetep kekecilan rasanya, antara lidah sepatu dan tali sepatu kalau dipakai keliatan renggang, jadi keliatan tuh kulit kaki kita. better naikin 2 s... ",3,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,"Kualitas bagus,harga tersangka pokoknya the Best... Good Good Good",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,B***y,,,April 2024,"sdh sering produk 910, yg ini sedikit kecewa padahal da upsize 1 nomor msh aja kekecilan",3,0
910,nineten easy train,sepatu lari,Rp408.405,408405,N***n,,,April 2024,Mantap yg dapat hadiah katanya suka,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,b***m,,,April 2024,"aman dipakai jogging 5km++, enteng bangett",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Sesuai dengan keinginan dan harapan. Semoga istri saya sukaa 😁,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Bagus sesuai . Ori,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,agus,,,April 2024,bagus tapi sayang kekecilan,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Nyaman enak dipakai,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,m***4,,,April 2024,"Sepatu ok,",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Bentuk dan ukuran: Keren,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Sis,,,April 2025,Lumayan ejoosss,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Mantap,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Luar biasa,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,r***t,,,April 2024,Keren,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,@***A,,,April 2024,"Biasa pake spatu no 36, ini sengaja beli no 37 biar agak longgar. Ternyata pas nyampe ngepas banget di kaki. Kayanya buat yg mau beli klian naikin 1-2 size dr biasanya ka... ",4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Shindy,,,April 2024,"bagus ,tapi ada cacatnya, untung ngikutin saran yg pernah beli untuk naikin satu tingkat bener juga, biasa pke 38, aku beli 39 pas bgt",4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Lumayan sih untuk sepatu olahraga harga segini. Solnya bagus banget ga slip sama sekali. Feel-nya ringan dan empuk juga. Cuman emang sayangnya tuh aku agak bingung sama b... ,4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,m***a,,,April 2024,kualitasnya bagus. solnya empuk. nggak kalah sama sepatu2 lari import. masalahnya adl di sizingnya. katanya utk 23cm ada di size 37. jd saya beli size 37. pas dtg ternyat... ,1,0
910,nineten easy train,sepatu lari,Rp408.405,408405,k***e,,,April 2024,sesak padahal panjang kaki masih ada sisa di sepatu cuman sesak banget di badan kaki gak nyaman,3,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,sangat baguss dan enak di pake,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,A***a,,,April 2024,sudah orderan ketiga dan kualitas sepatunya selalu bagus. terima kasih,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Bayu,,,April 2024,910 tidak diragukan lagi kualitasnya 👍🏻,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,"Keren dam Aslinya cantik, ringan banget dupakai... Sukses selalu NINE teen",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,"l***""",,,April 2024,Barang lumayan bagus sy suka semoga awet d pake nya,4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Chandra,,,April 2024,Nyaman dipakai lari 👍 Produk sesuai Ekspektasi Produk original 💯,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,D***6,,,April 2024,"Asli sepatu, bukan kecap",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,A***f,,,April 2024,"Cantik, tp ukurannya kekecilan pdhl sdh benar size nya. Ya udhlh, gak bs juga di retur krn lupa video unboxing",4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Ayu,,,April 2024,produk sesuai deskripsi. tp saya kekecilan sizenya  padahal insole udah sama. untung cukup di kaki anak saya. thanks 910,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,N***g,,,April 2024,Sol nya pas tp polanya gak bener,3,1
910,nineten easy train,sepatu lari,Rp408.405,408405,Diasti,,,April 2024,"Ukuran harus lebih 1 size. Aku biasa pake 40 ini kekecilan, tukar deh jadi 41",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,criminal,,,April 2024,Sepatu kekecilan sebaiknya klo biasanya ukuran 38 beli yg lebih besar lg spy ga kesempitan,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,Sedih kekecilannnnnn bgus kokkkk,4,0
910,nineten easy train,sepatu lari,Rp408.405,408405,s***a,,,April 2024,Barangnya telah sampai sesuai dengan pesanan.... Sepatunya ringan sekali.... Pokoknya bagus sekali.. Rekomendasi beli lagi de,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,a***a,,,April 2024,"Untuk produk sih bagus...cuman agak kecewa sm pengiriman nya 1 mgg lbh, pdhl biasanya 3/4 hari sudah sampai..",3,0
910,nineten easy train,sepatu lari,Rp408.405,408405,A***n,,,April 2024,"Sepatunya bagus, emang btl ya, size yg biasa di pakai kekecilan. Tks",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,A***g,,,April 2024,Cute banget warnanya licuuuuuj,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,b***e,,,April 2024,"mantap, keren, dan tidak mengecewakan pokoknya👍🏻",5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Rino,,,April 2024,nyaman dipakai,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,N***n,,,April 2024,received ✅,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,N***g,,,April 2024,Suka banget aayo pada beli,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,M***m,,,April 2024,Kren mantul😍,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,J***a,,,April 2024,Keren,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,Kandilo,,,April 2024,tq,5,0
910,nineten easy train,sepatu lari,Rp408.405,408405,T***S,,,April 2024,..,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,b***I,,,August 2024,"Bentuk dan ukuran: Pas sesuai pesanan ,pengiriman cepat ,pokoknya best lah ,sukses terus buat toko nya ,lancar",5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,I***c,,,June 2025,Bagus sesuai ukuran insol saya 28 di saranin pake 45 dan cocok,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,U****,,,August 2024,"Realpict bagus barang sesuai dan harga terjangkau,,next order lagi",5,1
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,d***6,,,August 2024,"Sip lah , produk ori , sesuai spek",5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,r****,,,August 2024,"Keren, first time bisa beli sepatu running semoga nyaman",5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,O***d,,,September 2024,Sepatunya bagus tapi Customer Service nya tidak bagus.. saya beli kaos kaki tapi dikasih yang jamuran dan saya sudah chat CS nya tapi tidak ada tanggapan sama sekali.  Sa... ,1,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,K***s,,,December 2024,"Qualitas mantul, semoga awet👍",5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,S***j,,,June 2025,Semoga tdk cepat rusak,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,B***D,,,September 2024,Baguss..,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,E***w,,,June 2025,Bagus bagus bagus,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,T***S,,,August 2024,Keereeeeeeen pakeee buaangeet,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,P***n,,,August 2024,Mantap,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,W***7,,,September 2024,Mantappp,5,0
910,nineten ekiden hyperion,sepatu lari,Rp522.405,522405,F***I,,,August 2024,Modelnya keren!,5,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,E***u,,,July 2025,Ga nyesell beli sepatu ini.. Pass bngt,5,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,D***v,,,July 2025,produk local yg keren banget🥰,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,V***f,,,July 2025,"Sepatunya ga ada masalah, pelayanan toko nya yg buruk, klo ga ditanya barang ga dikirim udh 5 hari dari tanggal CO",2,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,F***f,,,July 2025,Semoga awet👍🏻👍🏻,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,D***x,,,July 2025,Pss,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,W***y,,,July 2025,Kelas,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,Muhammad,,,July 2025,Terima kasih,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,Y***i,,,July 2025,Mantul sepatunya lht suami beli merk ini jadi ikutan beli juga sebagus itu sepatunya ringan dan empuk,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,H***x,,,July 2025,Cakeeeppp bangeettt,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,U***o,,,July 2025,Muantop pollll,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,U***b,,,July 2025,Gokillll,5,1
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,U***q,,,July 2025,Produk terbaik.,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,R***g,,,July 2025,good,5,0
910,nineten fuuto heritage ls,sepatu lari,Rp617.405,617405,F***o,,,July 2025,good,5,0
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,M***d,,,September 2024,"Bahannya bagus dan sepatunya jg ringan, semoga bisa awet. Nomer 42 terlalu pas sih keknya harus tambah 1 nomer nanti mah",5,2
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,Satria,,,June 2025,"Enak dipakai untuk kaki lebar, bagian ujung tidak menyakiti jari kaki, dan setelah dipakai lari tidak membuat lutut sakit. Tidak perlu menaikkan size, pesan ukuran sepert... ",5,2
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,R***r,,,June 2025,Pengiriman cepat sepatu juga oke cuma ada sedikit cacat dari pengeleman ada yng udah copot terus ada yng keluar ga rata sama satu lagi ko bisa sepatu baru berdebu🥲 sayan... ,3,2
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,Ade,,,September 2024,"overall bagus enteng keren, syang sedikit minus di sisa lem yg nempel",4,1
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,a***k,,,February 2025,"Pokoknya perfect, penjual ramah, ongiriman cepat barang original, packibgan bagus, kurirnya ramah, sy sdh paket enk skali bt Running thanks penjual thanks kurir.",5,0
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,T***S,,,August 2024,"Barang sesuai pesanan, box rada bonyok tapi sepatu aman, lem kurang rapih mudah""an aman selama pemakaian, sepatu pertama aku di nineteen, makasih",5,1
910,nineten fuuto revenge,sepatu lari,Rp522.405,522405,v****,,,May 2025,"Cocok buat daily run, mid sole empuk, upper ga bikin kaki gerah. mungkin bisa dirapikan untuk sisa sisa lem nya",4,0
